Identificador de persona,Identificador de hogar,Area,Sexo,Edad,Seguro Social - Alternativa 1,Seguro Social - Alternativa 2,Estado civil,Nivel de instrucción,Nivel de instrucción.1,Cómo se considera,Condición de inactividad,Categoría de ocupación,Cuántos años trabaja,Condición de actividad,Ingreso Laboral,Grupo de Ocupación CIUO8 (población ocupada de 15 años y más),Rama de Actividad CIIU4 (población ocupada de 15 años y más),Ingreso per cápita,Pobreza,Extrema Pobreza,Forma de tenencia de la vivienda,"Con relación al mes anterior, la situación económica de su hogar es:",Cómo cree usted que será la situación económica de su hogar dentro de los próximos 3 meses:,Planea usted o algún miembro del hogar adquirir un vehículo en los próximos 3 meses,"Planea usted o algún miembro del hogar adquirir un inmueble (casa, departamento, pieza) en los próximos 3 meses","Usted o algún miembro del hogar tiene planes de endeudamiento en los próximos 3 meses (bancos, financieras, etc.)","Con relación al mes anterior, la situación económica del país es:",Usted considera que durante los próximos 3 meses la situación económica del país será:,"En los 3 meses anteriores, considera que la situación en Ecuador para encontrar/mejorar un puesto de trabajo es:",Considera usted que la situación en Ecuador para encontrar/mejorar un puesto de trabajo dentro de 3 meses será:,Género del jefe/a de hogar,Cónyuge,Hijo o Hija,Parientes,No parientes,Empleado(a) doméstico(a),Tipology,PARROQUIA_CODIGO,Número de mujeres en el hogar,Número de personas del hogar,Elección política,Votos proporcionales,random
1915,13015003070100903102,130150030701009031, Urbana, Mujer,17.0, Ninguno, Ninguno, Unión libre, Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Empleado privado,0.0,Otro empleo no pleno,70.0,"Trabajadores no calificados, ocupaciones elementales",C. Industrias manufactureras,275.0,NO POBRE,NO INDIGENTE,En arriendo, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,0,0,1,0,Hogar tipo 11,130150,1,2,2,3,15
1916,13015003070100903102,130150030701009031, Urbana, Mujer,17.0, Ninguno, Ninguno, Unión libre, Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Empleado privado,0.0,Otro empleo no pleno,70.0,"Trabajadores no calificados, ocupaciones elementales",C. Industrias manufactureras,275.0,NO POBRE,NO INDIGENTE,En arriendo, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,0,0,1,0,Hogar tipo 11,130150,1,2,29,7,11
1917,13015003070100903102,130150030701009031, Urbana, Mujer,17.0, Ninguno, Ninguno, Unión libre, Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Empleado privado,0.0,Otro empleo no pleno,70.0,"Trabajadores no calificados, ocupaciones elementales",C. Industrias manufactureras,275.0,NO POBRE,NO INDIGENTE,En arriendo, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,0,0,1,0,Hogar tipo 11,130150,1,2,3,2,0
1918,13015003070100903102,130150030701009031, Urbana, Mujer,17.0, Ninguno, Ninguno, Unión libre, Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Empleado privado,0.0,Otro empleo no pleno,70.0,"Trabajadores no calificados, ocupaciones elementales",C. Industrias manufactureras,275.0,NO POBRE,NO INDIGENTE,En arriendo, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,0,0,1,0,Hogar tipo 11,130150,1,2,32,2,6
1919,13015003070100903102,130150030701009031, Urbana, Mujer,17.0, Ninguno, Ninguno, Unión libre, Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Empleado privado,0.0,Otro empleo no pleno,70.0,"Trabajadores no calificados, ocupaciones elementales",C. Industrias manufactureras,275.0,NO POBRE,NO INDIGENTE,En arriendo, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,0,0,1,0,Hogar tipo 11,130150,1,2,42,12,17
1920,13015003070100903102,130150030701009031, Urbana, Mujer,17.0, Ninguno, Ninguno, Unión libre, Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Empleado privado,0.0,Otro empleo no pleno,70.0,"Trabajadores no calificados, ocupaciones elementales",C. Industrias manufactureras,275.0,NO POBRE,NO INDIGENTE,En arriendo, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,0,0,1,0,Hogar tipo 11,130150,1,2,61,1,17
1921,13015003070100903102,130150030701009031, Urbana, Mujer,17.0, Ninguno, Ninguno, Unión libre, Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Empleado privado,0.0,Otro empleo no pleno,70.0,"Trabajadores no calificados, ocupaciones elementales",C. Industrias manufactureras,275.0,NO POBRE,NO INDIGENTE,En arriendo, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,0,0,1,0,Hogar tipo 11,130150,1,2,78,3,14
1922,13015003070100903102,130150030701009031, Urbana, Mujer,17.0, Ninguno, Ninguno, Unión libre, Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Empleado privado,0.0,Otro empleo no pleno,70.0,"Trabajadores no calificados, ocupaciones elementales",C. Industrias manufactureras,275.0,NO POBRE,NO INDIGENTE,En arriendo, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,0,0,1,0,Hogar tipo 11,130150,1,2,84,1,10
1923,13015003070100903102,130150030701009031, Urbana, Mujer,17.0, Ninguno, Ninguno, Unión libre, Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Empleado privado,0.0,Otro empleo no pleno,70.0,"Trabajadores no calificados, ocupaciones elementales",C. Industrias manufactureras,275.0,NO POBRE,NO INDIGENTE,En arriendo, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,0,0,1,0,Hogar tipo 11,130150,1,2,85,1,13
1924,13015003070100903102,130150030701009031, Urbana, Mujer,17.0, Ninguno, Ninguno, Unión libre, Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Empleado privado,0.0,Otro empleo no pleno,70.0,"Trabajadores no calificados, ocupaciones elementales",C. Industrias manufactureras,275.0,NO POBRE,NO INDIGENTE,En arriendo, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,0,0,1,0,Hogar tipo 11,130150,1,2,87,3,18
1925,13015003070100903102,130150030701009031, Urbana, Mujer,17.0, Ninguno, Ninguno, Unión libre, Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Empleado privado,0.0,Otro empleo no pleno,70.0,"Trabajadores no calificados, ocupaciones elementales",C. Industrias manufactureras,275.0,NO POBRE,NO INDIGENTE,En arriendo, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,0,0,1,0,Hogar tipo 11,130150,1,2,Ausentes,39,2
1926,13015003070100903102,130150030701009031, Urbana, Mujer,17.0, Ninguno, Ninguno, Unión libre, Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Empleado privado,0.0,Otro empleo no pleno,70.0,"Trabajadores no calificados, ocupaciones elementales",C. Industrias manufactureras,275.0,NO POBRE,NO INDIGENTE,En arriendo, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,0,0,1,0,Hogar tipo 11,130150,1,2,Blancos,10,16
1927,13015003070100903102,130150030701009031, Urbana, Mujer,17.0, Ninguno, Ninguno, Unión libre, Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Empleado privado,0.0,Otro empleo no pleno,70.0,"Trabajadores no calificados, ocupaciones elementales",C. Industrias manufactureras,275.0,NO POBRE,NO INDIGENTE,En arriendo, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,0,0,1,0,Hogar tipo 11,130150,1,2,Nulos,22,9
1928,13015001280100504103,130150012801005041, Urbana, Mujer,20.0, Ninguno, Ninguno, Soltero(a), Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Trabajador del hogar no remunerado,2.0,Subempleo por insuficiencia de tiempo de trabajo,nan,Trabajad. de los servicios y comerciantes,"G. Comercio, reparación vehículos",190.0,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Igual, Peor, Igual,Mujer,0,2,0,0,0,Hogar tipo 5,130150,3,3,1030,46,6
1929,13015001280100504103,130150012801005041, Urbana, Mujer,20.0, Ninguno, Ninguno, Soltero(a), Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Trabajador del hogar no remunerado,2.0,Subempleo por insuficiencia de tiempo de trabajo,nan,Trabajad. de los servicios y comerciantes,"G. Comercio, reparación vehículos",190.0,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Igual, Peor, Igual,Mujer,0,2,0,0,0,Hogar tipo 5,130150,3,3,1031,1,18
1930,13015001280100504103,130150012801005041, Urbana, Mujer,20.0, Ninguno, Ninguno, Soltero(a), Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Trabajador del hogar no remunerado,2.0,Subempleo por insuficiencia de tiempo de trabajo,nan,Trabajad. de los servicios y comerciantes,"G. Comercio, reparación vehículos",190.0,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Igual, Peor, Igual,Mujer,0,2,0,0,0,Hogar tipo 5,130150,3,3,1054,11,12
1931,13015001280100504103,130150012801005041, Urbana, Mujer,20.0, Ninguno, Ninguno, Soltero(a), Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Trabajador del hogar no remunerado,2.0,Subempleo por insuficiencia de tiempo de trabajo,nan,Trabajad. de los servicios y comerciantes,"G. Comercio, reparación vehículos",190.0,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Igual, Peor, Igual,Mujer,0,2,0,0,0,Hogar tipo 5,130150,3,3,18,12,6
1932,13015001280100504103,130150012801005041, Urbana, Mujer,20.0, Ninguno, Ninguno, Soltero(a), Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Trabajador del hogar no remunerado,2.0,Subempleo por insuficiencia de tiempo de trabajo,nan,Trabajad. de los servicios y comerciantes,"G. Comercio, reparación vehículos",190.0,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Igual, Peor, Igual,Mujer,0,2,0,0,0,Hogar tipo 5,130150,3,3,2,3,15
1933,13015001280100504103,130150012801005041, Urbana, Mujer,20.0, Ninguno, Ninguno, Soltero(a), Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Trabajador del hogar no remunerado,2.0,Subempleo por insuficiencia de tiempo de trabajo,nan,Trabajad. de los servicios y comerciantes,"G. Comercio, reparación vehículos",190.0,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Igual, Peor, Igual,Mujer,0,2,0,0,0,Hogar tipo 5,130150,3,3,29,7,11
1934,13015001280100504103,130150012801005041, Urbana, Mujer,20.0, Ninguno, Ninguno, Soltero(a), Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Trabajador del hogar no remunerado,2.0,Subempleo por insuficiencia de tiempo de trabajo,nan,Trabajad. de los servicios y comerciantes,"G. Comercio, reparación vehículos",190.0,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Igual, Peor, Igual,Mujer,0,2,0,0,0,Hogar tipo 5,130150,3,3,3,2,0
1935,13015001280100504103,130150012801005041, Urbana, Mujer,20.0, Ninguno, Ninguno, Soltero(a), Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Trabajador del hogar no remunerado,2.0,Subempleo por insuficiencia de tiempo de trabajo,nan,Trabajad. de los servicios y comerciantes,"G. Comercio, reparación vehículos",190.0,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Igual, Peor, Igual,Mujer,0,2,0,0,0,Hogar tipo 5,130150,3,3,32,2,6
1936,13015001280100504103,130150012801005041, Urbana, Mujer,20.0, Ninguno, Ninguno, Soltero(a), Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Trabajador del hogar no remunerado,2.0,Subempleo por insuficiencia de tiempo de trabajo,nan,Trabajad. de los servicios y comerciantes,"G. Comercio, reparación vehículos",190.0,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Igual, Peor, Igual,Mujer,0,2,0,0,0,Hogar tipo 5,130150,3,3,42,12,17
1937,13015001280100504103,130150012801005041, Urbana, Mujer,20.0, Ninguno, Ninguno, Soltero(a), Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Trabajador del hogar no remunerado,2.0,Subempleo por insuficiencia de tiempo de trabajo,nan,Trabajad. de los servicios y comerciantes,"G. Comercio, reparación vehículos",190.0,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Igual, Peor, Igual,Mujer,0,2,0,0,0,Hogar tipo 5,130150,3,3,61,1,17
1938,13015001280100504103,130150012801005041, Urbana, Mujer,20.0, Ninguno, Ninguno, Soltero(a), Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Trabajador del hogar no remunerado,2.0,Subempleo por insuficiencia de tiempo de trabajo,nan,Trabajad. de los servicios y comerciantes,"G. Comercio, reparación vehículos",190.0,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Igual, Peor, Igual,Mujer,0,2,0,0,0,Hogar tipo 5,130150,3,3,78,3,14
1939,13015001280100504103,130150012801005041, Urbana, Mujer,20.0, Ninguno, Ninguno, Soltero(a), Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Trabajador del hogar no remunerado,2.0,Subempleo por insuficiencia de tiempo de trabajo,nan,Trabajad. de los servicios y comerciantes,"G. Comercio, reparación vehículos",190.0,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Igual, Peor, Igual,Mujer,0,2,0,0,0,Hogar tipo 5,130150,3,3,84,1,10
1940,13015001280100504103,130150012801005041, Urbana, Mujer,20.0, Ninguno, Ninguno, Soltero(a), Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Trabajador del hogar no remunerado,2.0,Subempleo por insuficiencia de tiempo de trabajo,nan,Trabajad. de los servicios y comerciantes,"G. Comercio, reparación vehículos",190.0,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Igual, Peor, Igual,Mujer,0,2,0,0,0,Hogar tipo 5,130150,3,3,85,1,13
1941,13015001280100504103,130150012801005041, Urbana, Mujer,20.0, Ninguno, Ninguno, Soltero(a), Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Trabajador del hogar no remunerado,2.0,Subempleo por insuficiencia de tiempo de trabajo,nan,Trabajad. de los servicios y comerciantes,"G. Comercio, reparación vehículos",190.0,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Igual, Peor, Igual,Mujer,0,2,0,0,0,Hogar tipo 5,130150,3,3,87,3,18
1942,13015001280100504103,130150012801005041, Urbana, Mujer,20.0, Ninguno, Ninguno, Soltero(a), Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Trabajador del hogar no remunerado,2.0,Subempleo por insuficiencia de tiempo de trabajo,nan,Trabajad. de los servicios y comerciantes,"G. Comercio, reparación vehículos",190.0,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Igual, Peor, Igual,Mujer,0,2,0,0,0,Hogar tipo 5,130150,3,3,Ausentes,39,2
1943,13015001280100504103,130150012801005041, Urbana, Mujer,20.0, Ninguno, Ninguno, Soltero(a), Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Trabajador del hogar no remunerado,2.0,Subempleo por insuficiencia de tiempo de trabajo,nan,Trabajad. de los servicios y comerciantes,"G. Comercio, reparación vehículos",190.0,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Igual, Peor, Igual,Mujer,0,2,0,0,0,Hogar tipo 5,130150,3,3,Blancos,10,16
1944,13015001280100504103,130150012801005041, Urbana, Mujer,20.0, Ninguno, Ninguno, Soltero(a), Educación  Media,Educación Media/Bachillerato,Mestizo,nan, Trabajador del hogar no remunerado,2.0,Subempleo por insuficiencia de tiempo de trabajo,nan,Trabajad. de los servicios y comerciantes,"G. Comercio, reparación vehículos",190.0,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Peor, Igual, Peor, Igual,Mujer,0,2,0,0,0,Hogar tipo 5,130150,3,3,Nulos,22,9
1945,13015002640400901102,130150026404009011, Urbana, Mujer,30.0, Ninguno, Ninguno, Unión libre, Superior Universitario,Superior,Mestizo, Ama de casa,nan,,Población Económicamente Inactiva,nan,nan,nan,134.33333333333334,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,1,0,1,0,Hogar tipo 10,130150,2,3,1030,46,6
1946,13015002640400901102,130150026404009011, Urbana, Mujer,30.0, Ninguno, Ninguno, Unión libre, Superior Universitario,Superior,Mestizo, Ama de casa,nan,,Población Económicamente Inactiva,nan,nan,nan,134.33333333333334,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,1,0,1,0,Hogar tipo 10,130150,2,3,1031,1,18
1947,13015002640400901102,130150026404009011, Urbana, Mujer,30.0, Ninguno, Ninguno, Unión libre, Superior Universitario,Superior,Mestizo, Ama de casa,nan,,Población Económicamente Inactiva,nan,nan,nan,134.33333333333334,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,1,0,1,0,Hogar tipo 10,130150,2,3,1054,11,12
1948,13015002640400901102,130150026404009011, Urbana, Mujer,30.0, Ninguno, Ninguno, Unión libre, Superior Universitario,Superior,Mestizo, Ama de casa,nan,,Población Económicamente Inactiva,nan,nan,nan,134.33333333333334,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,1,0,1,0,Hogar tipo 10,130150,2,3,18,12,6
1949,13015002640400901102,130150026404009011, Urbana, Mujer,30.0, Ninguno, Ninguno, Unión libre, Superior Universitario,Superior,Mestizo, Ama de casa,nan,,Población Económicamente Inactiva,nan,nan,nan,134.33333333333334,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,1,0,1,0,Hogar tipo 10,130150,2,3,2,3,15
1950,13015002640400901102,130150026404009011, Urbana, Mujer,30.0, Ninguno, Ninguno, Unión libre, Superior Universitario,Superior,Mestizo, Ama de casa,nan,,Población Económicamente Inactiva,nan,nan,nan,134.33333333333334,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,1,0,1,0,Hogar tipo 10,130150,2,3,29,7,11
1951,13015002640400901102,130150026404009011, Urbana, Mujer,30.0, Ninguno, Ninguno, Unión libre, Superior Universitario,Superior,Mestizo, Ama de casa,nan,,Población Económicamente Inactiva,nan,nan,nan,134.33333333333334,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,1,0,1,0,Hogar tipo 10,130150,2,3,3,2,0
1952,13015002640400901102,130150026404009011, Urbana, Mujer,30.0, Ninguno, Ninguno, Unión libre, Superior Universitario,Superior,Mestizo, Ama de casa,nan,,Población Económicamente Inactiva,nan,nan,nan,134.33333333333334,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,1,0,1,0,Hogar tipo 10,130150,2,3,32,2,6
1953,13015002640400901102,130150026404009011, Urbana, Mujer,30.0, Ninguno, Ninguno, Unión libre, Superior Universitario,Superior,Mestizo, Ama de casa,nan,,Población Económicamente Inactiva,nan,nan,nan,134.33333333333334,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,1,0,1,0,Hogar tipo 10,130150,2,3,42,12,17
1954,13015002640400901102,130150026404009011, Urbana, Mujer,30.0, Ninguno, Ninguno, Unión libre, Superior Universitario,Superior,Mestizo, Ama de casa,nan,,Población Económicamente Inactiva,nan,nan,nan,134.33333333333334,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,1,0,1,0,Hogar tipo 10,130150,2,3,61,1,17
1955,13015002640400901102,130150026404009011, Urbana, Mujer,30.0, Ninguno, Ninguno, Unión libre, Superior Universitario,Superior,Mestizo, Ama de casa,nan,,Población Económicamente Inactiva,nan,nan,nan,134.33333333333334,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,1,0,1,0,Hogar tipo 10,130150,2,3,78,3,14
1956,13015002640400901102,130150026404009011, Urbana, Mujer,30.0, Ninguno, Ninguno, Unión libre, Superior Universitario,Superior,Mestizo, Ama de casa,nan,,Población Económicamente Inactiva,nan,nan,nan,134.33333333333334,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,1,0,1,0,Hogar tipo 10,130150,2,3,84,1,10
1957,13015002640400901102,130150026404009011, Urbana, Mujer,30.0, Ninguno, Ninguno, Unión libre, Superior Universitario,Superior,Mestizo, Ama de casa,nan,,Población Económicamente Inactiva,nan,nan,nan,134.33333333333334,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,1,0,1,0,Hogar tipo 10,130150,2,3,85,1,13
1958,13015002640400901102,130150026404009011, Urbana, Mujer,30.0, Ninguno, Ninguno, Unión libre, Superior Universitario,Superior,Mestizo, Ama de casa,nan,,Población Económicamente Inactiva,nan,nan,nan,134.33333333333334,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,1,0,1,0,Hogar tipo 10,130150,2,3,87,3,18
1959,13015002640400901102,130150026404009011, Urbana, Mujer,30.0, Ninguno, Ninguno, Unión libre, Superior Universitario,Superior,Mestizo, Ama de casa,nan,,Población Económicamente Inactiva,nan,nan,nan,134.33333333333334,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,1,0,1,0,Hogar tipo 10,130150,2,3,Ausentes,39,2
1960,13015002640400901102,130150026404009011, Urbana, Mujer,30.0, Ninguno, Ninguno, Unión libre, Superior Universitario,Superior,Mestizo, Ama de casa,nan,,Población Económicamente Inactiva,nan,nan,nan,134.33333333333334,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,1,0,1,0,Hogar tipo 10,130150,2,3,Blancos,10,16
1961,13015002640400901102,130150026404009011, Urbana, Mujer,30.0, Ninguno, Ninguno, Unión libre, Superior Universitario,Superior,Mestizo, Ama de casa,nan,,Población Económicamente Inactiva,nan,nan,nan,134.33333333333334,NO POBRE,NO INDIGENTE,Propia y totalmente pagada, Igual, Igual, No, No, No, Igual, Igual, Igual, Igual,Hombre,1,1,0,1,0,Hogar tipo 10,130150,2,3,Nulos,22,9
1962,13015090360100906101,130150903601009061, Rural, Mujer,51.0," IESS, seguro general", Ninguno, Viudo(a), Superior Universitario,Superior,Mestizo,nan, Empleado privado,21.0,Empleo Adecuado/Pleno,550.0,Trabajad. de los servicios y comerciantes,"G. Comercio, reparación vehículos",256.6666666666667,NO POBRE,NO INDIGENTE,Cedida, Igual, Igual, No, No, No, Igual, Igual, Peor, Igual,Mujer,0,2,0,0,0,Hogar tipo 5,130150,2,3,1030,46,6
1963,13015090360100906101,130150903601009061, Rural, Mujer,51.0," IESS, seguro general", Ninguno, Viudo(a), Superior Universitario,Superior,Mestizo,nan, Empleado privado,21.0,Empleo Adecuado/Pleno,550.0,Trabajad. de los servicios y comerciantes,"G. Comercio, reparación vehículos",256.6666666666667,NO POBRE,NO INDIGENTE,Cedida, Igual, Igual, No, No, No, Igual, Igual, Peor, Igual,Mujer,0,2,0,0,0,Hogar tipo 5,130150,2,3,1031,1,18
1964,13015090360100906101,130150903601009061, Rural, Mujer,51.0," IESS, seguro general", Ninguno, Viudo(a), Superior Universitario,Superior,Mestizo,nan, Empleado privado,21.0,Empleo Adecuado/Pleno,550.0,Trabajad. de los servicios y comerciantes,"G. Comercio, reparación vehículos",256.6666666666667,NO POBRE,NO INDIGENTE,Cedida, Igual, Igual, No, No, No, Igual, Igual, Peor, Igual,Mujer,0,2,0,0,0,Hogar tipo 5,130150,2,3,1054,11,12
1965,13015090360100906101,130150903601009061, Rural, Mujer,51.0," IESS, seguro general", Ninguno, Viudo(a), Superior Universitario,Superior,Mestizo,nan, Empleado privado,21.0,Empleo Adecuado/Pleno,550.0,Trabajad. de los servicios y comerciantes,"G. Comercio, reparación vehículos",256.6666666666667,NO POBRE,NO INDIGENTE,Cedida, Igual, Igual, No, No, No, Igual, Igual, Peor, Igual,Mujer,0,2,0,0,0,Hogar tipo 5,130150,2,3,18,12,6
1966,13015090360100906101,130150903601009061, Rural, Mujer,51.0," IESS, seguro general", Ninguno, Viudo(a), Superior Universitario,Superior,Mestizo,nan, Empleado privado,21.0,Empleo Adecuado/Pleno,550.0,Trabajad. de los servicios y comerciantes,"G. Comercio, reparación vehículos",256.6666666666667,NO POBRE,NO INDIGENTE,Cedida, Igual, Igual, No, No, No, Igual, Igual, Peor, Igual,Mujer,0,2,0,0,0,Hogar tipo 5,130150,2,3,2,3,15
1967,13015090360100906101,130150903601009061, Rural, Mujer,51.0," IESS, seguro general", Ninguno, Viudo(a), Superior Universitario,Superior,Mestizo,nan, Empleado privado,21.0,Empleo Adecuado/Pleno,550.0,Trabajad. de los servicios y comerciantes,"G. Comercio, reparación vehículos",256.6666666666667,NO POBRE,NO INDIGENTE,Cedida, Igual, Igual, No, No, No, Igual, Igual, Peor, Igual,Mujer,0,2,0,0,0,Hogar tipo 5,130150,2,3,29,7,11
1968,13015090360100906101,130150903601009061, Rural, Mujer,51.0," IESS, seguro general", Ninguno, Viudo(a), Superior Universitario,Superior,Mestizo,nan, Empleado privado,21.0,Empleo Adecuado/Pleno,550.0,Trabajad. de los servicios y comerciantes,"G. Comercio, reparación vehículos",256.6666666666667,NO POBRE,NO INDIGENTE,Cedida, Igual, Igual, No, No, No, Igual, Igual, Peor, Igual,Mujer,0,2,0,0,0,Hogar tipo 5,130150,2,3,3,2,0
1969,13015090360100906101,130150903601009061, Rural, Mujer,51.0," IESS, seguro general", Ninguno, Viudo(a), Superior Universitario,Superior,Mestizo,nan, Empleado privado,21.0,Empleo Adecuado/Pleno,550.0,Trabajad. de los servicios y comerciantes,"G. Comercio, reparación vehículos",256.6666666666667,NO POBRE,NO INDIGENTE,Cedida, Igual, Igual, No, No, No, Igual, Igual, Peor, Igual,Mujer,0,2,0,0,0,Hogar tipo 5,130150,2,3,32,2,6
1970,13015090360100906101,130150903601009061, Rural, Mujer,51.0," IESS, seguro general", Ninguno, Viudo(a), Superior Universitario,Superior,Mestizo,nan, Empleado privado,21.0,Empleo Adecuado/Pleno,550.0,Trabajad. de los servicios y comerciantes,"G. Comercio, reparación vehículos",256.6666666666667,NO POBRE,NO INDIGENTE,Cedida, Igual, Igual, No, No, No, Igual, Igual, Peor, Igual,Mujer,0,2,0,0,0,Hogar tipo 5,130150,2,3,42,12,17
